user.screen_name,full_text,id
Dr_EthicsGate,Seek sources whose voices we seldom hear. #gamergate,1381446134825164803
Palshri1234567,"Circle 2

@BhagwaBadshah

@sarabiaadmi

@Ask_Adiii

@JibraanOP

@gauravnigam90

@ruchikahooda

@billu_the_spy

@iamJinping

@Victim_Card_

@yourjethaji

@acousticankit

@Ga6ru

@Boiesji45

@Strangerwork

@thakurJi__",1381446121269030912
1gloryj,@KhaTuff I’m a the big nigger doggy! 💀😈🐶,1381446086473216001
TheNewStuart1,"@tedcruz @billmaher I bet one of Fleddles’s favorites is “It’s A Wonderful Life.” But lost on Fleddles is its Socialist undertones, working class and immigrant heroes, and rejection of unchecked big business. Like Sarah Palin, Fleddles just doesn’t get it.",1381446040058884098
Tweetonmyshet2,This really deep asf.. they called us nigger to degrade us and all we did was take the “ER” off and added “A” and now we call each other it 🤦🏾‍♂️ https://t.co/zD9j9GjPbF,1381446025152495617
Raven44767143,"@JayCondone they gave it to the sjw lol, but I guess it wouldn't have mattered if they left it on Asuka anyway.",1381445853504753669
JoeSKLee,"@catlove77747029 @Planckbot @noahhsilv @Lis_Smith @AndrewYang I was right to not trust Stringer press release. He is spinning false narratives about police crackdowns with Yang's tweets. The StreetVendorProject is one if not the biggest advocates for nyc street vendors. 

https://t.co/wp7aCqjae3

https://t.co/8ry5ZWZrBK https://t.co/H5N8StvosE",1381445813868564481
enormoussatan,YOU! BETTER! TURN! THAT! NIGGER'S! SHIT! RIGHT! SIDE! UP! RIGHT! THE! FUCK! NOW!,1381445808541859840
nayanikaaa,@workingboxwala @raggedtag What is a victim card?,1381445791710015490
Mcshookems,if my dream college doesn’t let me in i’m pulling the race card idc,1381445726136201223
ShapdaddyBen,SJW THROWS FISTS with Milo Yiannopoulos and gets EMASCULATED for using THEY/THEM pronouns,1381445706548965377
BasedDraper,"@Onsumkrazyshit For goodness sake, it’s “you’re”. You’re=you are. As in you’re a stupid nigger. Also, I appreciate those things you mentioned, because unlike you I can actually understand them.",1381445695996051460
TheGreatCanadi8,"Immigrant defends freedom when many Canadians give up on it:
""My name is Jeckov Kanami, I'm an Arab Israeli who immigrated to Canada in 2008. This country has given me everything I could dream of."" @albertan_angry 

https://t.co/dCXb7imD8E",1381445684134481920
marauder34,I for one welcome our new immigrant overlords. https://t.co/rWxugGD8Tf,1381445552345333762
Darkamahaul,"@Victim_Card_ @OblivionX_21 😂😂😂
Abdul pig 🐖🐖",1381445551602814979
loanvuhawaiied1,@BarackObama It is recommended may the sky be justice all the end of healthcare and Texan Vu Sabine 1999 illegal Rush Vietnamese North East South West 2003 illegal immigrant 14 amend 2016 hacking Thanh Vu Nguyet Pham human trafficking:  Lawyer Susan French “Stanley Togikawa”,1381445539288342528
FearBot3000,UGH.  Just read this: https://t.co/q1boSkTf7M,1381445488726147072
SlossMasterMind,@PaigeDavidoff @joaniwalshi2 @gregmepstein @RichardDawkins From what I see trans are the ones doing most of the bullying &amp; hatred &amp; they pull the transphobic victim card when people don't accept it or say something back.,1381445477015633920
RenzoNoBenzo_94,"It’s interesting and I like it just like Lovecraft Country but fuck, can we watch something without “nigger” in it 😩",1381445293783314438
SR23102,"@HouseDemocrats Immigrant healthcare workers stuck in green card backlog , still serving the society we live inspite of our daily immigration ordeal, would appreciate if you could pass the Healthcare workforce resilience act. Pass #hwra, #s1024",1381445247301992455
Sk29219333,@swati_gs In India majority is persecuted and in Pakistan minorities this says a lot about one religion still they play victim card everytime and cry against Hindutva the day before police was lynched to death and now this person and they are giving death threats to narsinghanand ji,1381445239248879618
badnbatakes,@catcontentonly Aside from the propaganda that’s something a lot immigrant background people face though.,1381445066611326978
nonNORMal78,@FloraS26690355 @davesbargains @menshevik @diane_raihle @ReopenCASchools @SanMarcosUSD He didn’t tell you how to identify. Stop trying to pull the race card dumb shit,1381445054200307716
dickeyroscombe,"@DailyTheorista It is an impossibly beautiful novel that can facilitate conversations about race, class, gender, sexuality, the immigrant experience, identity formation, community (as both contingent &amp; lasting; stifling &amp; liberatory), &amp; was universally beloved by my students (~ 60 in 2 sections)",1381445046646398977
aruuuu___,Being the oldest daughter in an immigrant household is literal hell.,1381444936256589824
moodybitchtm,I’ll never come up w a better profile name then “fullmetal nigger: sisterhood” &amp; I’m fine w that. It was iconic. That shit would get me suspended if I had it now thou 💀,1381444906875547650
dsa_be_caucusin,dsa third-worldist gamergate caucus,1381444723626405888
enormoussatan,i do NOT like what... i wanna change that octa's name to FUCKING NIGGER!. i don't like how that nigger fucking turned a fucking pyramid upside down! imma fucking baSH THAT octa's nigger SKULL in! tell him no jews in fucking egypt! no jews in fucking egpyt!,1381444616646430721
FreeThi15139199,"@seattlewasi @arifayyub @RanaAyyub Victim card. 
More than 5 lac kashmiri Hindus driven out,  massacre happened,  ethnic cleansing done,  Quran verses used,  Nara r takbir Allah hukbar was slogan. 
But it nothing to do with Islam. 
Denial",1381444607188197377
MdElbanna,"“But in every immigrant story there is sadness as well, the sadness of a country, a culture, a family left behind, a mother who quietly weep at night distant from the child she loves” V well said.. I feel the sorrow of distance every night.. Good night 💤🌙 https://t.co/Q939eYtVLY",1381444567791239169
safee_salee_8,"SJW ""Social Justice Warior""",1381444548736380933
rronnilynn,Whats a racecard?,1381444528591212545
eyyy75650122,"Ngl Trump can be pretty fucking dumb at times but at least his policies and initiatives were solid:
Being tough on the CCP,speeding up the development and approval of a vaccine,lowering taxes plus not giving up to oversensitive sjw crybabies

Trump 2024 🇺🇸",1381444493124190210
kqnhi,"what’s my nationality if i’m a immigrant,, country born in or mostly grew up in ???",1381444422181781505
TinResistAgain,"@senrobportman @POTUS @senrobportman F**K off 

Breastfeeding Immigrant Moms Were Separated From Their Babies Under Trump Administration

The separation of migrant children from their parents, sometimes for months, was at the heart of the Trump Administration’s policy.
https://t.co/5bQCdbQvVq",1381444406172061702
OrcDeath,"For someone as brainwashed by anti-sjw gamergate nonsense as her, the fear of ""rabid sjws"" comes as naturally as the fear of bears would to anyone else. So people who downplay the ""threat"" she fears must be literally insane or whatever.",1381444254166216707
loanvuhawaiied1,@kattaylor @GrowingTheTable Lawyer Susan French Garland “Stanley Togikawa” in Virginia.  Case:  America Samoa North East West South Vietnamese Korean human trafficking world trade 1999-2016 and illegal immigrant) hacking Thanh Vu Thuan Nguyen Sabine communist Rush,1381444243160363011
EffWebsite,"@JennyChachan @Sandyle64840744 @SFMommyDearest @citizenj17 @bifrosty2k @SusanDReynolds @AliMCollins @sumshing_wong88 Be careful, it used to be Marin CHP was insane with tix, now Santa Rosa is...DAILY.  SR now has an insane SJW board &amp; Mayor",1381444228731990016
FoundryBoxMedia,"@BalancedDAO is $ICX's first #Defi project and it's launching in 14 days! If you own, stake and vote $ICX, you can earn the $Baln #Airdrip soon after launch.

#CryptoNews #Airdrop $btc $eth $ltc $ada $luna $link $xrp $xlm $mkr $theta $neo $trx $xmr $snx https://t.co/kF62u4AQvk",1381444187988488193
ZakreyW,how tf do i get kick for saying nigger @vanityz but someone streamed some very WEIRD/illegal stuff in the discord an thier still in the server? honestly confused?,1381444171463016449
TheNewStuart1,@tedcruz Flipflopping Fleddles used to love “school choice.” Now he’s a public school advocate like no other. He worries about immigrant children at the border. What happened to Fleddles?,1381444167302139907
ayushipal84,"What an incredible &amp; beautiful tribute to mother.
People talk about the story of immigration as one big happy tale. But in every immigrant story there is sadness as well.The sadness of a family left behind.A mother who would quietly weep at night, distant from the child she lover https://t.co/egehvGoOBf",1381444128219688960
ZearthUltra,@animesexuality i am a nigger and i dont care,1381444090386993153
GedyeGedi,"@mistergeezy @FireGoddessB It can only be scary being hated by a complete stranger.
Now would be a good time to work out a slogan that represents the fact that America is (mostly) an immigrant nation.
Oh, and while we're at it; Palestine could really use some good friends and allies right now.",1381444067561771011
svsupremacy,I will turn a nigger into a convertible,1381443934178672643
OrcDeath,"For her, ""SJW's"" arent just a tiny fringe part of the left that exists on tumblr and sometimes says silly things but is mostly harmless otherwise, they are a genuine existential threat. She is literally saying she is afraid of a horde of boogeymen attacking her.",1381443897633599491
wobblybread,what a weird thing for lil immigrant kids growing up to learn to get more used to pronouncing their own names incorrectly so others aren’t inconvenienced by it lol,1381443895784058885
CogitoErgoSumAu,@Peter217945 A small aggressive and violent mob playing the race card can wield so much power in an confused and scared society.,1381443785469566979
GerryGoodCraic,@DashIsPriv The Amazing Atheist: FEMINAZI LOONY CHRISTIAN SJWs REACT TO DINOSAURS EXISTING,1381443739252633602
baharmhr,"""She wanted the best for us, even at the cost of her own happiness. People talk about the story of immigration as one big happy tale. But in every immigrant's story there is the sadness of a country,a culture,a family left behind.""Couldn’t said better, condolences @FareedZakaria https://t.co/inrgfzPoAU",1381443588760997889
lahcleve,@Ghostm4nn @HumbleRuthless1 @stax_drew @Shonuff73852960 @GmfScrap @KyrieIrving Nigga wasn’t used until slavery in the south. Nigger was mainly used to on black Americans. The term negroe was used universally for anyone dark around the planet,1381443533266165762
OrcDeath,"Look at that old clip of shoe0nhead saying ""i could be surrounded by a horde of rabid SJW's"" she shared yesterday. That is not just her going to a metaphor about how she would be left wing no matter what, its also a window into what her worst fear is. ""Horde of rabid sjws""",1381443393071423489
djBharatiya,@MaliniP @narendramodi Stop playing the victim card. You may not like it but that does not change the fact that muslims destroyed our temples and built ugly mosques over them. Accept facts,1381443360737517568
enormoussatan,get that fucking octaroon's name off that shit that pay a fucking social worker! the fuck you think your cripple ass need fore i tell deen who i is whilst holdin down that nigger neck!?,1381443333923471360
shulfiancee,@PotatoRed7 Did you just call me a nigger 🤨,1381443261932396548
KinzaK89,What’s a relationship with immigrant parents without ridiculous forwarded videos on WhatsApp to test my Urdu? #browngirlproblems https://t.co/FYGiKDa99P,1381443137973977088
leadstraws,@masteve @rebelWhiteHouse @bex0760 @99percentMelk @thehill Maybe?  You just won’t admit that she broke the law. There is no point discussing this with you. You will just call me an atheist or bring up the race card. We both know you are wrong about this. I don’t know about you but I prayed for hers and George’s souls today. You?,1381443114297081857
dearanipii,Genuinely sometime I need to tell some of his stories hes a first generation immigrant from Ireland in newyork and everything hes been through and the history he has to tell is absolutely amazing,1381443111914774528
anthony47599437,what's ur thoughts on  gamergate,1381443106772410370
Jonpitts1965,@RepFrenchHill @SteveScalise OMG look at the massive immigrant rush behind you,1381442973972434949
avibhs,"@DeepikaBhardwaj @ArwaM , They are intelligent people !! They know how to run their #Feminist propaganda !! Lot of Women are not seeing the facts but simply keep falling for such propaganda articles of anti-men, women Victim card !!",1381442928678072321
MKR_plusfashion,"I think I learned today that you can’t go back and relive or change the past. All you can do is acknowledge your faults, right your wrongs, &amp; move forward in trying not to make the same mistakes again. And being happy for people can bring you happiness. 🙏🏽",1381442909929676803
letters_to_emil,ICELAND 2019 | IMMIGRANT SONG https://t.co/zTBhqGmf59 via @YouTube  Sunday deep dive on Led Zeppelin’s deep connection to Iceland and the origins of Immigrant Song.  One more reason to revisit  and drive the Route 1 Ring Road again.,1381442839079489538
EddieLoveKAG,"Over 650 Immigrant Children Are In A Building designated For 80 On The Border. There Are Just 2 Agents Keeping Watch. Kids Are Sleeping On Their Sides To Make Room. @VP
  Harris Laughed And Said We Aren't Going There! BREAKING : Boys And Girls Are Now Laying On Top Of Each Other!",1381442759941365760
LDana413,"@chillny30 @BK_Discussions @B1SanDiego1 @oncodebrotha83 Well since you know my family so much my mother came here first. Two years where she rented the basement of another immigrant family, who then kicked her out and stayed at the homeless shelter. She got enough money to buy the house that kicked her out in the hood",1381442733995225088
vervetblk_,My neighborhood is definitely getting gentrified😭 lowkey pissed Bc all the businesses we have around here are black owned or owned by other poc/immigrant families.,1381442661501050880
lando9flo,@RingerVerse @VanLathan @charlesxholmes Which one of you yahoo’s made a tried to make a point about calling Superman a “fictional character” then called it a “immigrant story”?! I think that guy has a “fictional personality” nobody is that hypocritical in real life..are they?,1381442549055778816
HKJC_Racing,"Declarations are out for Wednesday's (14 April) nine-race fixture at Happy Valley. #HKracing 

Race Card 👉 https://t.co/255yPFjKC2 https://t.co/xI1a3nKtgH",1381442500951347200
CloverLioness,"@RuneTheOcelot @Bryfoxy Personally as someone who has lived in other countries due to military childhood

I don't think I could just start completely over and reintegrate into a completely different country lol

Was bad enough trying to fit in as an American let alone being an immigrant",1381442457037062144
chewie1238,Man whose brother was killed by illegal immigrant sends message to Biden https://t.co/RQNj82Lvy8 via @YouTube,1381442409821691906
LWitchgirl,"Jesus said give to the poor 
Jesus said rich men can't get into heaven
Jesus WASNT WHITE!
Jesus was an immigrant with idea thats threatened the status quo
I have a good idea who they'd choose if Jesus came back in 2021.
#sundayvibes https://t.co/MCJ2qcfPRA",1381442256352243715
KirifudaRed,"For the last few weeks, this specific accounts from a particular discord sever have been tasrgeting me after calling out racism towards Asian people and again, lying that I “harassed minors” for telling folks not to be racist. 

They are “non political” trolls who target “SJW”s. https://t.co/kDS9srpcqK",1381442095341178880
Badass_Superdad,"Abdul’s &amp; bulbul’s can take your breath away for a simple quarrel like it’s nothing. 

No wonder they proudly claims “ Religion of peace (PIECE 🔪)“ tag &amp; victim card https://t.co/f7LZHtUn2I",1381442067868475392
workingboxwala,Victim card is not an instrument of justice but a tool of agression.,1381441857117323264
hobispritecan,Let’s talk about how you always be calling me a fucking nigger unprovoked you’re a fucking menace #armyrants https://t.co/upyKMMTUWt,1381441708345454595
notmyprez2016,"@jdwickie .@MeghanMcCain is as #detestable as sHitler (former squatter in the @WhiteHouse) and his illegal immigrant wife. 

She makes me physically sick. https://t.co/CHynPQKttM",1381441653081313281
valdopcmr,@yourgirlnemu nigger,1381441571862810627
OrcDeath,"The thing you have to understand is. Shoe0nhead's fanatical hatred of ""SJW's"" is no different from a fanatical christians hatred of ""satanic music."" She is in a community of people telling her its ok to attack anyone who says she's wrong because they're a ""woke cancel mob.""",1381441466644369408
SHoomwitter,"@FareedZakaria So sorry to hear the untimely demise of your mother, Fareed. As an immigrant, I share the same anxiety of this separation from our loved ones. What a Woman! So courageous and graceful! Wonderful tribute. RIP. 🙏",1381441462274027523
RAMAD83,"@Claressashields White folks always want to claim race card a divert away from the situationliek the shit doesn't exist. . Shit facts are facts, race has always played a part for both males and females sports. From their pay, business deals ext.",1381441406556901376
OrigiGreatness,@MariohazardX @KingPhantom456 I see. Changing the lines to fit SJW standards is pretty bad but the rest are none of my business. Luckily I don’t watch dubbed.,1381441404249858049
KikiOeste,@the1nonlywally @BTSOriented You really need to learn how to cope w/life. Playing the victim card is the cheap way to avoid accountability for our own personal actions. Imagine I played victim b/c I was born into poverty of a biracial family? I’d STILL BE CRYING IN POVERTY instead of living country club life,1381441315099971586
webaficionado,"""People talk about the story of immigration as one big happy tale, but in every immigrant story, there’s sadness as well. The sadness of a country, a culture, a family left behind. A mother who would quietly weep at night, distant from the child she loved.""

Touching 😢💔 https://t.co/JwDEYeB7N8",1381441260234268672
spacygay,"@rokabugart lmao did you see him go off about like immigrant street vendors or non-english speaking street vendors this morning 

lmaooo",1381441251770134528
LadyMagaUSA,"In other news @disney is updating their #junglecruise ride (about early 1900s British explorers) to a woke/SJW theme about a biracial feminist “explorer.” 
Yay! 
Just what everyone wanted. 
With masked people to tell us about it! https://t.co/FRSBya9o6r",1381441231876591617
itznotWayne,I've only ever heard racists use the word SJW,1381441229527846914
tjojuko,@Claressashields That race and victim card came out quick. The kitchen must be getting really hot!,1381441203615494153
THall7890,Just be an adult and get handled already. No one cares about your SJW focused Twitter.,1381441112213164036
TeamHarper_22,@RealKevinPalmer I am Spurs fan through and through and I 0 tolerance for racism but what was racist about this. The race card has to stop being played for every word spoken towards someone. This is Ridiculous. It’s professional sports hard words are spoken. But nothing racist was said.,1381441055841787908
JayanaCee,"@jacq_attack_ No, you nigger",1381441052129832961
xCHAINger0,"That's the best account of signals for me
He makes me richer. Follow @gem_detecter

 $link $uma $dxf $hot $llt $uni $dam $flow $npxs $tos $luna $cyf $iris $btmx $hbar $long $btt $elec $pepr $rsr $grt $atom $xlm $bnb $cel $kick $rev $dav $wccx $zec $sol $rpt $sc $mkr $mx $qtum https://t.co/XfS5XFd080",1381440779739144193
VippusaO,Josh Hawley plays the victim card. https://t.co/foHaHQWFCE,1381440742833414146
fikryathir,SJW? Yas bitch yaaaaas. So what?,1381440605985796098
kithercbaby,@EagleJack11 I guess that would be immigrant white supremacist from America! 😹,1381440566156685314
eph_ren,Not every immigrant kid is good at languages either!!! So many latino kids at my school did well in spanish when it came to verbal examinations but they struggled with reading or forming their own sentences!! Simply speaking the language at home isn't enough!!!,1381440535261495297
MrButteryT,@buttrashow sjw cring comp #25 (sus!),1381440519566467073
scorpio8675309,"@realdarrellvann There is no one on the ""left side"" of the cultural aisle that would dare speak out against this race card insanity.",1381440216620101632
TheCynicalHun,"@greg_hates_twit For an elected MP to go around screeching No justice, no peace with impunity is a disgrace. It’s anarchist and is un-Australian. Especially coming from an immigrant, who in her own country would not have a voice at all.",1381440130842456066
exydynamite,kim junghyun playing the victim card doesn’t sit right in my spirit,1381440095694123008
jaejung49,"@yvonnecarrasco This kind of story was very sad as an immigrant. As an immigrant, yes i kept working hard to learn English and speck it fluently because that’s the main language used in my industry here. But, yes I still have a limitation for 100% perfect. If I ever have a choice to have my own",1381440010986000384
kleptofurry,"Ever stop to think why we protect him? You shittyzens created this situation by laughing and making fun of him, this is 100% on you guys. Don't pull the victim card when ncity is a cesspool of hate towards him. Moron. https://t.co/RCVJIvae28",1381439991168000003
SteveMedellin,"Alway quick to pull the Race Card, but in this case the dummy who sprayed KKK is asking for Revenge! It would be so easy to move forward,  but as usual,  someone hang onto the Hate, and it spreads! https://t.co/8NmVwze5rR",1381439940412719104
plutonicpanda,"@drewrose85 Okay and that’s tragic but today it serves a vital purpose and regardless of its past there is no justification to tear it down. Congratulations you’ve dug up a piece of America’s racist past, shocker. Here’s your SJW sticker. Now let’s move on and work to be better people.",1381439938852446212
AmlakawitM,"""People talk about the story of immigration as one big happy tale. But in every immigrant story there is sadness as well. The sadness of a family left behind. A mother who would quietly weep at night, distant from the child she loved.” 

Sorry for your loss, @FareedZakaria. https://t.co/LkIrsUFJ7s",1381439742034731009
ADonutHolesHole,"I don’t know which questions hurts more: 

Am I a SJW cuck for liking The Last Jedi or am I an alt-right TLJ hate panderer for liking The Rise of Skywalker?

Maybe it’s both. 🥴 https://t.co/v2HVpy1ruD",1381439715606466560
OOTWhatever,"@DuaneAMoody Sold to illegal immigrants you mean. 

Man you're dead set on ""I'm no immigrant, we were brought here"" thing to get away with calling other people illegals aren't you?",1381439695691784194
SJW_Hoe,I’ve noticed the same @poochivicious https://t.co/5gjDC6QMuG,1381439599218675715
dianaselenefm,like....do u think asians living abroad lose their cultural identity By Choice? how many stories have we heard of first gen immigrant parents refusing to teach native language to their children in hopes that they can focus entirely on english. https://t.co/T7Uh9QT3SW,1381439596127485953
loanvuhawaiied1,@MichelleObama it is recommended to keep All the end under healthcare and it is recommended to fight against illegal immigrant (1999-2003) both north South East Vietnamese Philippine How far driving-trafficking case from Vu family in Texas in the Trump case of Thanh Vu Pham,1381439580340060160
Pluthoenian,"@SJW_Hoe It’s good for poison control apparently, but like... it’s not good to ingest.",1381439533816897537
zarakayk,"@MiddleEastEye Yikes. This is seriously disturbing. 
How does she end up playing the victim card?

I love the police who asked where she was from 👏🏽

The last comment 🤦🏽‍♀️",1381439492553199616
honestdave14,"@MehreenFaruqi No Mehreen, the far-right as you call them, are fed up with crazy far-left people. Especially the ones that cry out racism and play the victim card all the time. You had the ordasity to call Prince Philip a racist, be sure to tell the Senate that won't you.
Have a great day.",1381439482981851136
7ohKevo,"Ain’t nothin funnier than a racist immigrant 🤦🏽‍♂️

“Im the last one who can come here!” ol’ head ass 😂",1381439443509207040
Verisimlitudes1,@TMannu6 Trying to remember but I thought the gamergate translation was pushed by jamie marchi,1381439336235769859
RatRaceChoir256,@amychua Playing the race card here makes you look guilty FYI. https://t.co/Z6IAhis7CG,1381439302077407234
iPreetBrar,"People talk about story of immigration as one big happy tale. In every immigrant story there is sadness. Sadness of a country, culture, family left behind. 

Immigrants often a statistic &amp; remain invisible, even during the pandemic. 

Inspirational story @FareedZakaria https://t.co/YLPiEHDBtK",1381439254623059970
rrrlins73,@DailyMailUK He was an immigrant you know. I thought you had a serious aversion to immigrants 🤔,1381439206820569096
tim_wheel,"@AndrewYang From his own lips: Andrew Yang wants to grow the tax base at the expense of immigrant entrepreneurs.

He’ll pick the winners, and the losers, to line the pockets of the political class.",1381439181474385920
blinkcreek,@WOLFBOYLINK she's playing the victim card w a superior complex 😭👎👎,1381439157352984577
AlexBrowt,@cove19818289 @GlobalBC Way to throw the race card in there #Irrelevant,1381439033738473473
TovaAsHell,"Specifically gen z, with this rise in communistic beliefs and woke sjw culture which has turned many young people into antisemites, especially over this past year since the BLM protests.",1381439019616239622
Eg7694Gonzales,@LiamSkinner1995 @DemonKingHiei But again if they did nobody would be complaining it's because Rhea Ripley is Australian people have a problem with it I hate using the race card for anything she's a fantastic wrestler and she deserved this moment,1381438971847176198
luvAydxn,@siimprayy I will turn a nigger into a convertible,1381438860882755596
lekaiyu,"@4ngcI thinking about the time my ap spanish teacher forced me to debate whether illegal immigrants should be deported or not,, on the side of pro deportation,, when i'm from an immigrant family,,,,, pain",1381438855509803012
TotesMagotes9,"@Zac_Petkanas @PeterHamby Helping them become licensed is not ""cracking down on immigrant street vendors"". That's a reach.",1381438805740122125
SJW_Hoe,@Pluthoenian Oh my god i had no idea,1381438773033111556
PastorDW2,"https://t.co/hldDYQF4nd
Beto cp nyc that a dry lie joe is not putting a immigrant in every home
Nancy P say the border is close and every one in Mexico waiting for law they hungry call Mexico and ask the pres to feed them that what
The border is so safe I don't know joe not going",1381438668137754624
Pluthoenian,@SJW_Hoe It will also make you SHIT. 😭😭😭,1381438659535249408
ScelzoRp,"@TragicalExpress There you go, you can’t win the argument so turn to the race card.",1381438658352443392
ShweezyLiz,"@Welk74152999 Omg you’re the author? 😏😏😏😏😏

Bro you’re carrying the whole kdj/sjw tag right now",1381438612240130049
Armynavyvet702,"@McKaylaRoseJ Again, playing the race card, please up your game and stop using skin color to get your point across.",1381438328889864193
IridescentPure,"@kiki_i_guess @mehdigeek_ @alternative_rdw Well I wouldn't say criticism is invalid because criticism is allowed of any game, but you got to give more than ""Buff trans killed Joel"" 
""Revenge bad is the ending"" (it's not)
""Golf club went boop on Joel's head is why I no like LOU2""
""Neil pushing LGBT/SJW propaganda""",1381438316302635010
michzdekzl,@BleacherReport This nigger ass since he left Cleveland,1381438295498891269
DoctorWithFami1,"@toastfreaker Trans people are cool, 
As long as they’re not an SJW",1381438184253456384
Tri11D,"@VP Kamala I’m a Muslim immigrant from South America. Am i eligible for a $15,600 stimulus check?",1381438138799755266
tahirafaunealfo,@AndrewYang Immigrant vendors feed working families! We did not all survive the last year and our economy was wrecked- we are doing our best to pay rent and most of us are struggling -,1381438108999299074
strategyrick,@RodneyGibson604 @Graye @ronmortgageguy Vancouver house prices doubled 1989 to 1995. Mostly due to investor immigrant programs. https://t.co/cjBXfSkAjS,1381438101826936834
DemonKingHiei,@LiamSkinner1995 @Eg7694Gonzales Throwing out the race card is the biggest laziest most cop out excuse anyone can use. You are better than that,1381438099478167552
DustinFinn,@mkr_ultra finally - a bird getting fat - https://t.co/SvCiUc3H8m,1381438066313793537
SJW_Hoe,Friendly reminder that ingesting charcoal will make your oral birth control useless https://t.co/r4XyeaTO9z,1381437813065977865
someshdash,Absolutely beautiful tribute by @FareedZakaria for his mother who passed away from Covid implications. Personalizes not only the toll but the virus has taken but also the immigrant experience of having family overseas https://t.co/bD5zslzXna,1381437731964813316
sarberous,@Claressashields Race card? Seriously..we all want a fight between you and Marshall but keep race out of it.,1381437608488800260
hughbradyconrad,"@Politics_PR @RonPyke They will express outrage at this, but if you look at the basic tenets of the KKK from the 1920s, you will find today's right-wingers,

Xenophobia, religious prejudice, white supremacy, right-wing moralism, a vengeful God.

Anti-black, anti-immigrant, anti-Catholic.",1381437595515752450
PufferfishChaos,mfw sjw on twitter says i cant say Yoshi Cookie,1381437561948807170
DustinFinn,"@mkr_ultra how about an osprey fighting a great heron ? 
https://t.co/gP1RtsqGs3",1381437486002544641
sjw_princess1,@Post_Market @DavidZipper @JerryCap The ban is for the little ppl.,1381437453576372229
yuckmate,@gIasstaircase Him talking like hes actually a nigger,1381437449063305217
folding_laundry,"The upper middle class (who sets our cultural tone) despises the working class.

They like the “immigrant” working class because those aren’t actually working class people. Immigrants (incl illegal ones) are often middle or even upper middle class where they came from. 

1/",1381437434534092804
aflex_twin,imagine being so mad at ur boyfriend u call him a fucking nigger i def would do something like that &lt;3,1381437399297822720
leM4lfaisant,"i dont really like ""politics"" but i find it the funniest shit ever when righties say ""we will not give into the sjw cancel culture of [x]"" and x is just the most mundane shit ever like sesame street",1381437386635292677
bbp_savage,"@jockowillink Dang, if folks ever get doubtful about how awesome this country is, even with the ridiculous politics,  listen to an immigrant from a socialist, communist or otherwise oppressive or 3rd world country talk about America.   

Great show. https://t.co/R7MsPBZWcY",1381437296935723008
CarolMendesUSA,@Sjladuke75Susan @GovernorVA You are right. I used the wrong word. Excuses from an immigrant with slight communication issues. An immigrant that knows racial profile PRETTY WELL. Racial profiling is out there but cannot by any means become “normal” and “acceptable”. That was my request to the governor. ✌🏻,1381437291038662657
santoshpokharel,"""People talk about the story of immigration as one big happy tale. But in every immigrant story there is sadness as well. The sadness of a family left behind. A mother who would quietly weep at night, distant from the child she loved""- heart touching...condolences @FareedZakaria https://t.co/P1htqxEIZo",1381437255433080833
HappyHa01857609,@BeLikeMike_06 Got wrapped into this ignorant depiction of a story. The writer is a no talent hack in search of a controversial story that never came to fruition. But author should serve as a political hack on our major news networks playing modern day #racecard,1381437199447654404
DarkRedPajamas,@SelfImposedXile @FoxNews Sorry to hear it.  Odd to invest ones trust in a media empire of foreign origin run by nationalized immigrants ironically profiting off its pundits anti-immigrant rhetoric.  Does your dad not find this dynamic weird &amp; maybe reflective how @FoxNews is a deep fake bullshit-factory?,1381437179625316352
MKR_plusfashion,"Getting back to me, doing the things that make me happy... https://t.co/WRUDHXBZMg",1381437153293578244
jonatha19312487,"@NewshubPolitics @NewshubNZ Race card pulled in 3, 2, ...",1381437090991206400
ScipiosHeir,"@MetalClassicist I remember the story now. He was the son of an immigrant, Demaratus, in Tarquinii. He married the aristocratic Tanaquil but because he was an immigrant and despised she made them leave for Rome.",1381436997428895750
KdpBUZZ,"Worth reading - The East Side of Addiction tells the story of how drug addiction ravaged a working class immigrant enclave in Worcester, Massachusetts. @JackMaroneyjr https://t.co/QiY4HWW7K8 https://t.co/f38ZO9RTHB",1381436958535192579
DustinFinn,@mkr_ultra how about a judgement owl - https://t.co/S2JSk88xLJ,1381436940663263233
TheDogsSA,"We've got ourselves a 10 race card at the Murray Bridge Greyhounds tonight.

With race 1 set to jump at 6.05pm local time while the last sends us home at 9.08pm.

The scratching's are through &amp; official.
Good luck to all the runners &amp; connections racing.

Giddy Up!
#onlyatthedogs https://t.co/z138bkAWUp",1381436911563255817
brasiwaiian,"Biden Administration to Open Facilities for Immigrant Children in These Two States
Michigan &amp; Pennsylvania

https://t.co/BdMiqthGAW",1381436898283937796
Dissbelief,"@BidenCare2 🤢So, these are the folks who wish to fly the Trump flag of white supremacy over Native, African American, Latinx, LGBTQI, immigrant, working-class, poor and elderly people? It is not too early to start defending  voting rights and engaging voters who are sick of GQP corruption!",1381436835595968513
GayPornVidTube,gamergate,1381436788158386181
kipaspanas,"but this guy also a trash. he a play victim card now by dragging SYJ with him, making him looks miserable",1381436785608196097
MrVeIvet,You ever had a white teacher reading aloud and they say the word nigger like it says in the book and then they look at you directly,1381436774744907778
cius_and_guy,"@Tzipshmil @mattyglesias Half of nyc small business owners are immigrants.
https://t.co/gZ0ZugidTl",1381436719036252160
