user.screen_name,full_text,id
PoliticalToonz,"@bluebowerbird On the contrary, I want to cast doubt upon YOUR judgement on the basis of your evident inherent bias. The fact you jump straight to the womanly victim card merely substantiates my premise...",1381417940197670913
blackiesheeler,Man whose brother was killed by illegal immigrant blasts Biden over border crisis https://t.co/dS8bP2QzCB via @nypost,1381417924984893441
ConoursEU,"@kristhesadgal I mean you're acting like Massachusetts progressive laws were only passed by Irish immigrants and every single Irish immigrant approved of said law. The actions of Massachusetts can't resemble Irish opinion like Ireland can, as it's not nearly homogenous enough to do so.",1381417827173810184
Twink141,"Victim playing (aka playing the victim, victim card, or self-victimization) is the fabrication or exaggeration of victimhood for a variety of reasons such as to justify abuse of others, to manipulate others, a coping strategy, attention seeking or diffusion of responsibility. #rp https://t.co/FOAHvqFOek",1381417731979931650
Jeangreyhnd,"@Mike_Pence @AmericanFreedom How did this policy work for you?   “We need to take away children,” Mr. Sessions told the prosecutors, according to participants’ notes.  You did nothing while we neglected and abused immigrant children Mike Pence.  The stench is on you forever",1381417724220477443
ickycasket,"@leftist_weeb alao funny jow you conflate gamergate and nazism, when nazism is literally believing in the genocide of minorities and gamergate was angry boys and men abt women liking video games. weird falae equivalency.",1381417711251697666
A_TO_THE_Z8,"We still deserve an apology from those two fandoms and how they treated us. The way they love to play innocent and the victim card whenever we try to hold them accountable, so they can try to get away with it, doesn’t sit right with me. We aren’t stupid. https://t.co/ehWMEcOY2t",1381417710643384321
hehitthejackpt2,You need a job you dirty nigger https://t.co/vxXfVO9cYn,1381417681987977217
MukubwaShambani,@LewisHamilton It’s painful to the system that DMX is celebrated on the same day more than the Greek immigrant. Who is the prince by the way ? Greatness cannot be bought like a crown,1381417557404553216
MrAliBey,"@Y_NoReparations @RealMoor @CharlesMBlow @joshgrayel @camglamming @GrimFreedman19 @DrLogicSupreme @iamCatoAmir The majority of the black population resides in the South &amp; is steadily growing, that's been the trend since at least 1970. Wight opposition, immigrant opposition, all kinds of opposition exists everywhere. What do you think is better than black political consolidation?",1381417508100571141
Eddie110376,@dreamloverepeat @BretBaier @TheMasters Bad play on your race card,1381417429352386560
NeilEvansmail,Racing: In the yard for R1 on a bumper 10-race card @clarenceriverjc Grafton today: @racing_nsw Preview - https://t.co/KWjL35T1tb @SMHsport @SEN_track #CountryRacing 🕺💃🗞🏇💰🗞,1381417428148707330
BobasFeet_,Oh WHOA!!!. The new Hummer EV ad with the Immigrant song is 🔥🔥🔥🔥🔥 #HummerEV @GMC,1381417330635325440
SJW_Hoe,Fucking ICE 🙄🙄🙄🙄 https://t.co/Mk5DzTIEfD,1381417320304771078
fascinatinghuh,"@CBSNews For anyone saying that this is the correct way to get citizenship. Quick story, I have immigrant parents. When my mom when to go get her certificate, the Karen who was in charge of the test made up some excuse. My mom had to wait weeks to get her certificate. Make it make sense.",1381417287312236547
Turtlestein,"@Queen_Pavagane It's way worse for girls tbh (not just Ortho Jews, also trad immigrant/religious families generally); guys could get away with waiting it out longer + also just realistically could always marry few years younger and longer fertility window.",1381417197071953924
leftist_weeb,"@ickycasket When did I say I forgave Nazis? I forgive people who haven't hurt another person and have realized they were wrong and are no longer Nazis. I mean, should getting into Gamergate as a teenager stain you forever, lmao?",1381417080101163010
Myles_Lobdell,@lasrina @UrsulaV @ksonney I cant remember when it was established that he was of Irish immigrant origin.,1381417065832185861
canuckhockeygal,"@marshmallowpud @LiquorStork @ShelbyTalcott I’ve seen politically paid bots, covid paid bots, you seems to be the playing victim card, call everyone that disagrees with you racist bot. Paid well for this?",1381417023180173313
nma814,"Ahh, the team “reporter” is snapping at fans who dare to criticize her and playing the victim card again.",1381417022312042505
Jeangreyhnd,"@Mike_Pence @AmericanFreedom What successful policies???  Separating immigrant children from parents,  lying to the American people about a pandemic, tax cuts that favor the wealthy, name calling, berating, misogyny, racism, sedition, insurrection and treason. All of which you were a part of.",1381417018910519305
robertdilfniro,@happyparasite sjw artists just draw adult human bodies as they are and weird right wingers are like what the hell this isnt even fuckable..cringe,1381416987226693634
Theycallmesad,@L4AnfieldRD Lmaooo brilliant the pumpers Pumped it and now claim the victim card,1381416936609886218
Monstercoyliar,"Part of a great thread, reminding immigrant nations that they rely on the new articulate to keeping things going forward. https://t.co/kls6MC4vYh",1381416565975908353
KHNWIK,"@OrbitStudios @althiaraj My immigrant parents were low income. I got a job whole in high school to support myself and also gave money to my parents every month. So yes, there are many teenagers who are supporting their families just so they can get by. O'toole is an idiot.",1381416562587021313
alessaatracal,not me watching a movie about an Asian immigrant family and being shocked that it made me cry,1381416485923479560
ThunderMesaArt,No one who uses “SJW” un-ironically in a tweet should ever be taken seriously.,1381416432815104001
lobotomizewomen,@Nigger_Man123 nope,1381416413005512704
_VICFolorin,"As an immigrant child, one of the things im having to learn is not letting the pressure from my parents concerning where I should be in life at what age, dictate how I go about living my life.",1381416406248529920
AWielder26,"@CThcory To me, all progressive males who mouth off and share feminazi memes the conservatives males share etc....they are all Brock Turner and need to learn their place. Being decent is tyranny to males who think they own respect and other people's labor and bodies.",1381416352196435973
azuresone,@rbbHAN I’m an immigrant ☹️,1381416141143339013
XForceGlobal,"#DeFi 

I am expecting some big moves all across the board especially for $YFI, $YFII, $BAND, $SNX, $MKR with or without Bitcoin’s influence.

If not, I would assume something is very wrong with the market.",1381416030388449283
RockinSportz,"Immigrant Song 
https://t.co/NEEp2nEmja",1381415998222434304
802libertarian,I want undocumented immigrant street vendors with no licenses to sell hot dogs while strapping a revolver to their hip.,1381415995257073668
DYORCryptoBot,"[SCAN RESULTS - 15m - #USDT PAIR]

Binance top 5 bullish strength
1: $TRX
2: $AXS
3: $AAVE
4: $PSG
5: $MKR

Binance top 5 bullish reversal strength
1: $YFI
2: $ZEN
3: $ARPA
4: $BLZ
5: $TOMO",1381415941381193736
Dr_EthicsGate,Diligently seek subjects of news coverage to allow them to respond to criticism or allegations of wrongdoing. #gamergate,1381415936570359814
brianlaungaoaeh,"How immigrant investors are rebuilding the U.S. supply chain x @VickyLova in The Vertical, featuring me talking about @refashiond | https://t.co/J08NTCsZzB #SupplyChain #Innovation #Technology #VentureCapital",1381415911823970306
emeryg139,"@SkyNews Why didn’t he just get out of the vehicle when he was asked ? By not doing so he got what he deserved and was lucky not to be shot like many others have been, surprised he isn’t playing the race card (yet)",1381415909198299141
Mudsiren8881,"@Mahdahnah1 @CNN Of course, some people will say playing the race card excuse. In fact, it's very true. 44 years wasted in a prison is worth at least 4 times more. Half of his whole life was taken away from him unnecessarily. I hope he will fight for justice to the Supreme Court.",1381415860015919108
Aviatrixone,US Capitol Special Agent David Bailey Who Murdered Ashli Babbitt is a Brazilian Immigrant and Black Lives Matter Militant — HE REPEATEDLY THREATENED TO KILL TRUMP SUPPORTERS ON FACEBOOK FOR MONTHS! (Exclusive Evidence) | Republic Broadcasting Network https://t.co/QOeY8UAix3,1381415841259008008
lordmorganne,the nigger put kerosene in the damn oven!!!!!! THAT’S WORTHY OF DEATH ALONE,1381415713596977153
homeless_hero,"I gotta be there. We all should be there. BUT let's be clear. Many vendors lined the streets of 125th St in Harlem at one point and they were forcibly moved out. It's not just an immigrant issue, it's an issue that affects us all. They moved us out for gentrification in Harlem. https://t.co/FER5DuMNzM",1381415710874861570
T00ZEY,@yeonsglock do u think my immigrant mother lets me do that,1381415525658603520
AskAKorean,"I love Kim's Convenience because I turn off the part of my brain that thinks like a Korean person in Korea and focus only on my immigrant experience. But for Korean people in Korea watching this show, Nayoung is a giant turn-off, a needle-scratch moment.",1381415511783792641
soulmatelineugh,"the courage that it takes to stand up for racism in the immigrant's domestic country instead of the racist one they live in, wow. https://t.co/5jyrZXXbiA",1381415488962621442
Penguen231,"@Berivan_pamukcu @efebozte @schroodingerr @SvadyaliHarlaus @solcugazete ""Feminazi detected""",1381415450773495810
DaedricDrake,@Nigger_Man123 @berserksouls What the hell is going on here?,1381415214797651968
trav1856,"Just FYI. The term ""Honky Tonk"" is also racist.

Keep that same energy, SJW's.",1381415154554974212
stovstheworld,drop now nigger https://t.co/uc784GLiI2,1381415136146157571
HuTaoAnarchist,@ellythe3rdsdad @waternaeng You mean to say that I was spot on and that you nothing left? I would say that I am not surprised (#SJW’s) are mostly hot air. I would ask however that you do carry on as this is most entertaining.,1381415136074870787
crime_bears,@mkr_ultra How about this derpy doge? https://t.co/aOl4XKXs9h,1381415135147814915
Jenni_altsw,"I graduated from a US college being English my second language. I have a successful sw business that I handle all by myself. I’m an immigrant and soon I’ll be a permanent resident. I know they have helped me a lot, but I did this too. I’m a functional adult. I’m strong. I AM!",1381414876585811969
brasiwaiian,@wokefentanyl Crime statics in my criminology course seem to show causality more than your interpreted correlation. But what do I know? I'm just an immigrant's kid and a POC working on my 3rd degree as a retired disabled veteran. But tell me more about how you get it... Lol,1381414839302594560
Nigger_Man123,@lobotomizewomen Its your birthday?,1381414813235036161
mnmikee,"@GSWRevengeSZN @benchylinski @CaldyGaming Victim card, certified sociopath",1381414796508078084
MLee_comics,"Because a lot of white non immigrant teachers have no concept of being an actual minority (it was only ever white teachers that did this, never happened where my teachers weren't white) https://t.co/i6kaIOPFBP",1381414772504109058
LaurenB58352012,"Immigration for “white” Europeans has, mostly, been easy, but immigrants who are people of color face a more difficult path to acceptance in our nation. The U.S. wants immigrant labor, but not immigrants. We must advocate for a change &amp; the passing of the US Citizenship Act.",1381414721656655881
pnkchucktaylor,"Let’s see you explain your way out of the birth control thing, Betty. You do not have agency over someone else’s body just bcuz they’re an immigrant! #90DayFiance #90DayFianceTellAll",1381414595559063556
ReginaWilhelmi1,"@ColleenHoriates @IngrahamAngle @BillOReilly @QuakeMedia In each of the past four years, 1,000 or more immigrant children who arrived at the southern U.S. border without their parents have reported being sexually abused while in government custody.",1381414525333872648
craw4d215,@wma927 @instar_1 @CBSNews Who am I? A legal immigrant...,1381414455037267970
tomholmes03,"@AlDavis83701891 @tyjjw @PaulaPh44711718 @ProudIndepende1 @FoxNews Instead of complaining, donate your salary and home for the immigrant children.",1381414375068684290
familyoffice,"Bill Hwang a Korean American immigrant who was once a protege of Tiger Management founder Julian Robertson, Hwang ran his own fund called Tiger Asia Management. At its height, the firm accumulated more than $10 billion in assets, according to Bloomberg. Part 2 #archegos",1381414322488946694
BiologyLost,"""In every immigrant's story there is sadness as well""

@FareedZakaria 
May your mother rest, strong in knowledge,  what powerful children she sent into, across, the world.
Condolences. https://t.co/s2Dwfd5VPj",1381414287743275010
EdouardPicard,"@AngelsKill @Barry_74 Ok mr: ""This guy doesn't like a person i like on the internet that doesn't know i exist, therefor he's a blue haired SJW with a victim complex"" makes perfect fucking sense.",1381414253828173827
macktheshark,How about instead of telling women not to go out alone at night we establish a curfew prohibiting men from being outside after dark? Stop with this #NotAllMen bullshit.,1381414252360171521
CoinbaseData,"17. #MKR - Buy %: 32 - Sell %: 68 - AVG Hold: 3 Days
18. #EOS - Buy %: 40 - Sell %: 60 - AVG Hold: 14 Days
19. #ATOM - Buy %: 53 - Sell %: 47 - AVG Hold: 22 Days
20. #BAND - Buy %: 30 - Sell %: 70📉 - AVG Hold: 5 Days
21. #BAT - Buy %: 52 - Sell %: 48 - AVG Hold: 24 Days",1381414240674807816
TweetBenMax,"Inbox: on Monday morning in Corona Plaza in Queens, @scottmstringer @jessicaramos @CatalinaCruzNY @jwestin2 &amp; street vendors will respond ""to Andrew Yang’s call for a crackdown on hardworking street vendors, who are predominantly from immigrant communities...""",1381414240007954433
madisonkrob,@StressedAsHeck as an italian person w immigrant great-grandparents i promise u being a white italian living in NJ is the equivalent to a trust fund influencer in LA. like go touch some grass or think abt how you pronounce mozzarella pretentiously and wrong,1381414148240719876
paatiboy,- housing and homeless crisis that. The gentrifications that happened to downtown and it’s surrounding areas has pushed working class and immigrant/refugees out of areas to an area that everything is far from each other with no proper transit.,1381414108067680258
RobertLiveFree,The rebellion starts - https://t.co/MOepwkcGgu,1381414097992957952
Nazz_Speaks,@TIOCFAIDHALLAH And when they stop treating women like second class citizens and start paying their immigrant workers as opposed to using slave labor. I hate they profit off of religion in that way only to go around and be monsters,1381414076295831553
EcchiPocky,"Imagine trying to fight for your right to use the word ""nigger"" instead of just removing it from your vocabulary. https://t.co/Mm0t6iqySA",1381414063851339779
goldfish_manlet,am i the only one who'll get the most stereotypical queer sjw posts and then straight up homophobia back to back on instagram,1381414058872692743
Archivist1000,"@LGNo1RockNRolla @DayleTheresa @TaniaM07137916 @colonelkurtz99 You made a judgement, based on what you 'read' -- I said nothing about a race card. 

I'm sorry about your reading comprehension problems; it must be difficult for you to understand so many things.",1381414030128992256
BigRedCMH,"Even though I've lived in #SK for over a decade, I still can't get behind the sentiment of snow in April being ""at least it's much needed moisture"". My immigrant ass just defrosted.",1381413776860143616
whoreforjoonie,@Ranipaangi NAURRRRR. YOU FUCKING THEIF NIGGER.,1381413710317641730
StackCanaries,"@Medyuuna hey dawg, why u blocc me mane, I just wanted to b friends :), but ur being a nigger",1381413669158932485
Ashseli_,@Spinner189 @EvanRus88117436 @sanddoesstuff @CinderedSin @ZeeManCan @Silent_Bobbiez @scrowder I'm telling you that immigrant labor is a very minor factor that contributes to income inequality. You implied that it was a larger factor than the actions of the richest 1% of people.,1381413629568839684
MattThomasNYC,"It's understandable for an immigrant taqueria owner to feel threatened by an unlicensed food cart.

It's normal to feel impulses toward carceral responses after a spate of hate crimes.

It makes sense that people would be skeptical about non-quantitative metrics in education.",1381413558769086465
BoxerXrp,"$NU Still Early 
2 Billion$ $NU goes
From 59 cents
To $4.00 +
JoinUs

@Coinbase @OKEx
$btc $eth $ltc $bch $ada $yfi $atom $comp $link $xlm $dash $band  $knc $uni $wbtc $matic $atom $eos $knc #xrp $Lrc $algo $bal #xrpcommunity $eth $ltc $xtz $uma $yfi $nmr $mkr $zec $grt #Bitcoin",1381413551592546309
lty0V,where did you buy the victim card? https://t.co/ubMmA8wHdx,1381413465089142786
LennyBill74,@BenHopkinsAus This grub Bee is a noted Labor party member and supporter... a feminazi of the highest order. Keep calling out her Labor hypocrisy.,1381413398693302273
Maddog4011,@RetireMarco Republicans are enablers.  They don’t care and play the victim card .,1381413276052033540
CongActionNet,Y’all! Let’s make April 15th a holiday to honor our immigrant communities! 💛 @UNITEDWEDREAM is working to establish National Immigrant Day of Resilience. I just added my name to make it a national holiday. Join me &gt; https://t.co/oMwolTV7x8,1381413255726370817
vsbUrbanology,"Your know you’re a child of an immigrant when you get chastised for buying the pooch a more comfy sleeping pad (“In India, dogs sleep on the hard floor!”), and then, as if to prove him right, said pooch prefers her lumpy old mattress to the new one. 😂 https://t.co/QTCmG2w2pP",1381413165913812994
ShahanaFromBK,"New Yorkers want our city to support immigrant and BIPOC entrepreneurs, instead of sending the NYPD to intimidate, harass, and fine street vendors.

We need a Mayor who will follow @VendorPower's leadership––Yang will not be a champion for immigrants. He's unfit to lead our City. https://t.co/yo4JwQbdRB",1381413053502267395
Jenni_altsw,"Being an immigrant means you have to move constantly and the feeling of having a home is never there anymore, and as soon as you start feeling home 💥boom💥 you have to move again... and again... and again",1381413036121022464
IndyRepublicanX,"@MyBestestThing @shinnick_g @atahuallpa13 @HIOR75 @Back_dafucup So was asking me to define what I view as conservative done in bad faith? I wasn’t looking for anything to be offended by, I am not you after all. Obliging people’s outrage is the hallmark of the SJW crowd.",1381412985734844420
Turtlestein,Tbh this would be me if at 25 I didn't have immigrant Orthodox Jewish parents telling me I'm already three years overdue on getting married https://t.co/zg9U7uqLy9,1381412939048050693
melvin57985,"@JulianCastro If you’re black in Virginia you don’t have no rights even if you’re in the military Virginia has two different laws, One for the Anglo-Saxons an the other (N) and people 👨🏾‍🌾🧕🧑🏿‍🦰🧟‍♀️of color God help you if you’re a immigrant the Civil War has never ended. Division hate racism! https://t.co/DLPErXHbrP",1381412829945729024
GodsPeopleAcct,"@GovAbbott is as big a sleaze bag as trump when it comes to discussing San Antonio Coliseum immigrant situation w Chris Wallace. If trump was still posturing n WhtHse as potus &amp; this was going on, we wouldn't hear single peep fm Abbott. He'd condone it &amp; let the sleeping dog lie!",1381412665315061762
provenhoax,@ravrioli christian incel anti-immigrant woman hating trapper band kid,1381412597099020292
ChildMu51,"@RoarAshley @ginacarano More like every troll, woketivist, sjw, ass kissing darthleen kenney supporters, twitter big tech companies knowing they can't shadow ban her, and make a false narrative vs Gina.",1381412583790370816
ivyIegion,Sami Zayn champions himself as some SJW with morals and then brings on racist ass Logan Paul.,1381412580887916544
DYORCryptoBot,"[SCAN RESULTS - 4H - #BTC PAIR]

Binance top 5 bullish trend strength
1: $XMR
2: $APPC
3: $GVT
4: $DOGE
5: $SYS

Binance top 5 bullish reversal strength
1: $CKB
2: $ADA
3: $ATM
4: $MKR
5: $SUSHI

All results on https://t.co/vMSA8RwQ1G website!",1381412559308345359
pnkchucktaylor,"&amp;Natalie said it, too! Brandon’s parents were mistreating an immigrant. PERIODT! #90DayFiance #90DayFianceTellAll",1381412506816626698
lakemiwater,Where did the immigrant kids go?  If Dems don't tell us we will assume they were sold on Michigan,1381412475908681728
PEP010,"@kelwell16 @Murky__Meg She will! This is a golden opportunity for her to get attention, play her victim card, make demands. The only thing that might stop her is if h actually told her to shut up &amp; if she does that. Either doubtful. Or if the RF allowed h to come in return for sending minders for m.",1381412452492046347
heartsnihachu,@araleshi @iHugRanboo im second generation immigrant so my mothers from el salvador and my dads from honduras,1381412403221569545
kalkirstein,"some of us grew up with immigrant parents, i’m not gonna know who fleetwood macbook are",1381412382216499205
dznyzl,today marks 19 years as a Canadian immigrant for me 🇨🇦,1381412326994178053
Pairsonnalites,"Fighting Stigma :  Lara-Garcia: The border can't be our only concern. The US needs an immigrant integration policy.: Many immigrants thrive in America, but their success is, as one 2011 study concluded, ""heavily stratified"" by ""educational and economic… https://t.co/zVHf3Omp3K",1381412271671283713
theGreatTipOff,"📬 Monday Mail 📬

A thumping 10 race card at Grafton kicks off the action this week.

Showing 3⃣4⃣% POT over the last 30 days, @M_Gannon_ gives us his best for the day.

Check who he's on &amp; back his HOT Bets 🔥⤵️

https://t.co/EB2Uv50Gy3",1381412267023949825
cowpetter,"We need different policing. I don’t feel *that* at risk as a white woman, but still don’t trust our police. I can’t even imagine the young black person, the indigenous person, the immigrant who doesn’t speak much English. 
Guns are at the root of quite a bit of this. https://t.co/68HQ0xiDWK",1381412239366791169
FlyingtoWalking,"@GloriaEstefan As a Cuban immigrant, fighter pilot of the USAF, and biomedical engineer who’s working each and every day to reverse paralysis it would be my highest honor and dream come true to invite you to my wedding this summer 7/21 in Kendall, Miami. #vistalagoballroom",1381412229233344513
trash_ebooks,"There are tiny pockets of gamergate and anti-gamergate scattered around the country, like the Japanese holdouts who kept fighting for decades after Japan surrendered in ww2.",1381412179736473604
SusanGr67911675,@FaithNoFear7 @Powerinknowled1 @alina00937517 Hmmm. One thing about the CDC.... One of the doctors working there is an immigrant. His father was sent to China to be recultured at the age of 3. This patent seems odd. I thought it was illegal to patent anything alive.,1381412127089553410
H0ustonPa,"@Kib1542 @Marc96__ @alexpricee03 @ChocVader @axyalice @TaylorRooks Harm it causes? 😂
I see a ton of black people clowning Kyrie right now. It seems the only thing that’s causing “harm” is Kyrie using the race card on another black man.",1381412117425876996
Deshbha72023799,@AnisPFI What right?? Come in be brave and face the truth. Let's ur community come forward and say if it is built in Temple take it.why always victim card. Truth always prevails.,1381412074543226882
martindifede,@COYSonny7 @Murph44496039 But you’re wishing pain and suffering on salah and saying rudiger is playing the race card. By your logic isn’t that in-sighting hate and racism as well? Does that mean your one of the racists?,1381412037146861569
tommyscumsock,My school had to debate immigration. We are a Texas school with a high concentration of first generation immigrant students. https://t.co/7O6d1lmoHy,1381412020189286405
lordnobara,@insertuserelle this nigger outta control......,1381411923393134597
Peasies,@ArguingMeadows I loved the bit about her mother's life advice about being an immigrant worked for her too,1381411909702930432
bullishmoon,"$GRT makes dreams come! True 
$AAVE $ADA $ALGO $ATOM $BCH $BNB $BSV $BTC $BTT $CAKE $COMP $DOGE $DOT $ELGD $EOS $ETH $GRT $IOTA $KSM $LINK $LTC $LUNA $MATIC $MKR $NANO $NEO $OMG $ONE $RVN $SNX $SUSHI $THETA $TRX $UMA $UNI $VET $XLM $XRP $XTZ $ZIL $ZRX https://t.co/lKZO1YzYT5",1381411868573507584
pointlessxpoemz,You want me to release the audio of you saying nigger? https://t.co/I0vFCYlifp,1381411830745100290
riamugf,"people are like ""this is so sjw!!!"" and its black people fighting against racism",1381411774298218498
TweetingNN,"“I feel the immigrant parents become, that look in their mouths.”
William F. Buckley",1381411772926672897
CryptoFeed_,Revolut Bank Announces Support for 11 New Cryptocurrencies $AAVE $MKR $LUNA $EOS $XMR $KSM $RSR $BAND $UBT $YFI $XRP $BNB $AVAX $XLM $BCH $VET $ERN $NANO $LTC $ETH $ADA $COMP $TRX $DOGE $CAKE $OCEAN $LINK $SNX $ICX $GRT https://t.co/xzvBeE7Diq,1381411764831666179
xcoinanalysis,"Top 5 Mentions Updated Every 15 Minutes

  Reset Time:3:45 

  [BETA STAGE] Except #BTC and #ETH  

  1- $TRX:793256 point

  2- $ORN:532592 point

  3- $XVG:509172 point

  4- $BNB:194140 point

  5- $MKR:169682 point",1381411752609525765
Stewy13,"@1foreverseeking @chrystalsipstea @ChancesOnLove Are Muslims and Jews putting the greater community at risk while playing the victim card?

No.",1381411750122119172
insiderranking,"Happy Sunday! Heres the Total Value Locked on DeFi Pulse!

@compoundfinance - $COMP
@MakerDAO - $MKR
@Uniswap - $UNI
@AaveAave - $AAVE
@CurveFinance - $CRV
@SushiSwap - $SUSHI
@Instadapp - $INST https://t.co/1eDqrxenoB",1381411747030953984
BiffHardcheese,"@FakeMikeMiseph @SarahTaber_bww We also have a huge Puerto Rican population, and immigrant populations from Latin America, the Caribbean, and SE Asia. It's not just the Dickinsons out here lol",1381411707071967237
PasschXtz,"X4 EARNING WITH LAST GEM💵💰

FOLLOW him for amazing profits
@gem_insider
🚀🚀

 $mtc $etc $omg $dot $fil $mana $gc $dam $ryiu $dcr $cook $uma $mcb $xcur $cyf $rsr $hbar $eos $kyl $dai $bsys $btmx $kcs $flow $thc $bsv $mtr $atom $link $bnt $mkr $uni $iris $cspr $btg $wom $btcz $b https://t.co/mpzlQamfGx",1381411678353555457
2000Prophet,"@SoftCell84 Is playing the race card your answer to everything, regardless whether or not it even makes sense?  You realize that only destroys your credibility, right?  🤦‍♂️",1381411655721029633
BrauneisAmy,@mehdirhasan TPS is a temporary benefit that does not lead to lawful permanent resident status or give any other immigration status. Registration for TPS does not prevent you from: Applying for nonimmigrant status. Filing for adjustment of status based on an immigrant petition.,1381411639329751044
minchiddies,stayed playing that victim card #staytalk,1381411495867789316
DavidTaerea,"Morgan Freeman Rips Up &amp; Burns CNN Host's Race Card https://t.co/GJuLZaRIXl via  
I think Lemon, thought he had a typical ""BLM"" push-over; that would 'toe the line' on the  liberal race-BS-sequence...but that is NOT Morgan; Imagine a FEW Hollywood stars have their own mind !",1381411349348052994
FDSheckler,@columtyrrell @NetflixIsAJoke ☝️He's a disabled minority immigrant! Do it!,1381411333518790656
JPLeonhart1,@EthanVanSciver @Indiegogo The latest SJW idiocy involves them saying you drew reinbow brute by accident with 3 fingers instead of 4... these idiots intentionally ignore that is exactly how you have drawn him every time just to push their agenda.,1381411255022391296
HuTaoAnarchist,"@ellythe3rdsdad @waternaeng I do believe that you are experiencing typical #SJW rage, it is not unusual for your kind blow off steam when feeling colored. Carry on.",1381411173246066689
fematii_,"I speak perfect english ?? 😂😂 

also, I knew he was genuine bc I never even told him I was an immigrant! plus my nose is covered all day at work so I really don’t know what gave it away lmao",1381411146339524610
Ghoshomy,"Such a beautiful touching tribute @FareedZakaria that captures every immigrant family’s poignant tale of missing- the country, the family- left behind.. https://t.co/XLcnnNSqEP",1381411091331354625
HeyDanKurtz,@TaikaWaititi Immigrant Song was the perfect choice for Thor Ragnarok. I would love to see Jane Foster kick ass to AC/DC’s Thunderstruck in #ThorLoveAndThunder,1381411075388661762
johnrennhack,"@UpstateNYe Is it too mush to ask to have food vendors regulated for safety? 
It’s not an immigrant thing. It’s a not-dying-from-food-poisoning thing. 
Let’s scrap the whole health inspector thing for all food service then.",1381410854781005826
dynlacht,"https://t.co/wR5IotmkmO

Irma's late father, an undocumented immigrant from Mexico with a 3rd grade educaction, according to Irma once said "" some day the Americas will once again belong to us, we like to have babies.""  In a sense, he was right. 
And  you know what ?  Amen.",1381410821021007879
VirginiaPeck19,@AllyYancy @mikecinOH @ashlie_weeks Yes my SIL hates Biden &amp; all@of us godless liberals but when her daughter got brain cancer she was busy praising God for Medicare and the immigrant surgeon. She makes me want to puke.,1381410799961452547
satya_AmitSingh,@ThatsAllllFolks @Victim_Card_ Thank you so much brother 🙏,1381410726493843457
fokan11772602,"$omg upside down chart from the man himself. 
2 golden crosses on the weekly waiting to propel it to the ATH. An iH&amp;S on log weekly. 

It doesn't get more bullish than that.

$BTC $ETH $XRP $DOT $ADA $LTC $BNB $XLM $UNI $AAVE $DOGE $SNX $EOS $MKR $ATOM $XTZ https://t.co/EqPSnvgGC3",1381410574882406401
UrMomIsGayOsu1,nigger cock and balls is funny #RacismIsNotComedy,1381410564648226818
frazierapproves,"Any time a white person says “woke” you can replace it with “nigger loving”, without changing the meaning of the sentence.",1381410430829092867
SteP34753,"@AskAKorean I guess it is kind of inevitable that the older immigrant ""Orientalize"" themselves because they longingly cling to the idealized nostalgic version of their motherland while the motherland and their new world never ceased to evolve (for better or worse).",1381410427934965760
whitechi,fck all of tr*mp's accomplices but fck this guy in particular. the amount of trauma and physiological stress he inflicted on the immigrant population is unforgivable https://t.co/O1uZmtbDpL,1381410268018794497
Xtal_NP,Heart touching!!! This is the approximate story of every immigrant kid or family who moved away from each other for studies. That perpetual sadness/belonging never really goes away. Power to everyone who spend years away from home. https://t.co/2JqFFkD8rD,1381410208543465473
TheYungHyLander,"I say ""Nigga"" (and on occasion ""Nigger"" if the situation calls for it) to CONSTANTLY AND CONSISTENTLY remind myself, and those in the vicinity that slavery in America happened and we should never forget it, rebrand it (i.e. ""black immigration""), or glaze over it.
EVER.",1381410100729032706
ArguingMeadows,"What this show on NHK thinks the hook of this show is: America lady makes apple sauce.

Actual hook of the show: Mexican immigrant to the US falls in love in college with Japanese man. Gets married, moves overseas in the and works hard to integrate into this small Japanese town",1381410072014823424
fuq_le,Anyone ever come across a feminazi that doesn't have a head like a busted ass and usually an odese slob?,1381410070429245441
nativehoosier,"@_SJPeace_ As an immigrant herself, you would think she wouldn't be such a racist.",1381410051949277185
ChomskyMonkey,"@iproposethis @karawink @Freeyourmindkid “You’re going to get people killed” is so Twitter 2021

Fuck off! American foreign policy gets people killed, discussing disease does not. This is what I mean about the disconnect on social media...about “virtue signaling” (I said it again) and goddamned SJW bullshit!!!",1381409991920394244
craw4d215,@dutyfreechamp @Juliess31 @instar_1 @CBSNews It’s like straight up sjw cucksville up in here 🤣,1381409977479364609
votedemsout7,"@RIPMSM @IngrahamAngle @BillOReilly @QuakeMedia When you have no valid argument play the race card, right..",1381409882729934848
IamRicksavage,If you black and get in a relationship with a Mayo person you become a niggER!,1381409876241477632
Katastrophe9131,"@TuckerCarlson yes,  I support your Replacement Theory wholeheartedly - and I want YOU replaced by a smarter, kinder, gentler, more inclusive immigrant. RIGHT NOW!!",1381409873569710081
StoneyGuardian,"@CaliGyrl3 @SenseOutrage @Unity_Coach @efox303 @graceisforyou Blunt assertion, no explanation other than an indirect ad hominem… typical SJW rhetoric. If you were going to reference some amorphous system like the “patriarchy”, or perhaps the Illuminati, why don’t you say so?",1381409847057379331
ConlanErenVA,@WolfiHartmann_ @kevin_video @WilltheWinja Obviously rona and social distancing is a western sjw phenomena and not a worldwide incident /s,1381409691905953794
